Anglican,Nonconformist
uncharged,charged
uncharitable,charitable
unchartered,chartered
unchaste,chaste
uncheerfulness,cheerfulness
unchivalrously,chivalrously
unchristian,christian
uncivil,civil
uncivilly,civilly
unclasp,clasp
unclasp,clasp
unclassified,classified
unclassified,classified
uncle,aunt
unclean,clean
uncleanliness,cleanliness
unclear,clear
uncleared,cleared
unclearness,clearness
unclip,clip
unclog,clog
unclothed,clothed
unclutter,clutter
uncoated,coated
uncoil,coil
uncoiled,coiled
uncollected,collected
uncollected,gathered
uncolored,colored
uncombed,combed
uncombined,combined
uncomfortable,comfortable
uncomfortable,comfortable
uncomfortably,comfortably
uncommitted,committed
uncommon,common
uncommonness,commonness
uncommunicative,communicative
uncommunicativeness,communicativeness
uncompartmented,compartmented
uncompassionate,compassionate
uncomplaining,complaining
uncomplainingly,complainingly
uncomplimentary,complimentary
uncompromising,compromising
unconcealed,concealed
unconcern,concern
unconcerned,concerned
unconditional,conditional
unconditionally,conditionally
unconditioned,conditioned
unconfined,confined
unconfirmed,confirmed
uncongenial,congenial
uncongeniality,congeniality
unconnected,connected
unconnectedness,connectedness
unconquerable,conquerable
unconscientious,conscientious
unconscientiousness,conscientiousness
unconscientiousness,conscientiousness
unconscious,conscious
unconsciously,consciously
unconsciousness,consciousness
unconstipated,constipated
unconstitutional,constitutional
unconstitutionally,constitutionally
unconstricted,constricted
unconsummated,consummated
uncontaminated,contaminated
uncontested,contested
uncontrolled,controlled
uncontroversial,controversial
uncontroversially,controversially
unconventional,conventional
unconventional,conventional
unconventional,conventional
unconventionality,conventionality
unconventionality,conventionality
unconventionally,conventionally
unconvinced,convinced
unconvincing,convincing
unconvincingly,convincingly
uncooperative,cooperative
uncork,cork
uncorrected,corrected
uncouple,couple
uncousinly,cousinly
uncover,cover
uncrannied,crannied
uncrate,crate
uncreative,creative
uncreativeness,creativeness
uncritical,critical
uncritical,critical
uncritically,critically
uncross,cross
uncrossed,crossed
uncrossed,crossed
uncrowded,crowded
uncrowned,crowned
uncrowned,crowned
uncrystallized,crystallized
uncultivated,cultivated
uncut,cut
uncut,cut
uncut,cut
undamaged,damaged
undatable,datable
undeceive,deceive
undeciphered,deciphered
undeclared,declared
undedicated,dedicated
undefeated,defeated
undefined,defined
undelineated,delineated
undemanding,demanding
undemocratic,democratic
undemocratically,democratically
undemonstrative,demonstrative
undeniable,deniable
undependability,dependability
undependability,dependableness
undependability,reliability
undependability,reliableness
underachievement,overachievement
underact,overact
underbid,outbid
underbid,overbid
undercharge,overcharge
underdress,overdress
underestimate,overestimate
underexpose,overexpose
underexpose,overexpose
undergarment,overgarment
underhand,overhand
underived,derived
underpay,overpay
underprivileged,privileged
undershoot,overshoot
underspend,overspend
underspend,overspend
understate,overstate
understatement,overstatement
understock,overstock
understood,ununderstood
undervalue,overestimate
undervalue,overvalue
undescriptive,descriptive
undeservedly,deservedly
undesigned,designed
undesirability,desirability
undesirable,desirable
undesirous,desirous
undetected,detected
undetermined,determined
undeveloped,developed
undifferentiated,differentiated
undignified,dignified
undiluted,diluted
undimmed,dimmed
undiplomatic,diplomatic
undiplomatically,diplomatically
undiscerning,discerning
undiscriminating,discriminating
undiversified,diversified
undock,dock
undock,dock
undocumented,documented
undomestic,domestic
undrained,drained
undramatic,dramatic
undramatically,dramatically
undress,dress
undress,dress
undrinkable,drinkable
undue,due
undue,due
undynamic,dynamic
uneager,eager
unearned,earned
uneasy,easy
unedifying,edifying
uneducated,educated
unemotional,emotional
unemotionality,emotionality
unemotionally,emotionally
unemployable,employable
unemployed,employed
unemployment,employment
unenclosed,enclosed
unencumbered,encumbered
unendowed,endowed
unenforceable,enforceable
unenforced,enforced
unenlightened,enlightened
unenlightening,enlightening
unenlightenment,enlightenment
unenlivened,enlivened
unenterprising,enterprising
unenthusiastic,enthusiastic
unenthusiastically,enthusiastically
unequal,equal
unequipped,equipped
unequivocal,equivocal
unerect,erect
unestablished,established
unethical,ethical
unethically,ethically
uneven,even
unevenly,equally
unevenly,evenly
unevenly,evenly
unevenness,evenness
unevenness,evenness
unevenness,invariability
uneventful,eventful
unexchangeability,exchangeability
unexchangeable,exchangeable
unexcitable,excitable
unexcited,excited
unexciting,exciting
unexcitingly,excitingly
unexhausted,exhausted
unexpansive,expansive
unexpected,expected
unexpectedness,expectedness
unexpendable,expendable
unexpired,expired
unexploited,exploited
unexportable,exportable
unextended,extended
unfaceted,faceted
unfair,fair
unfairly,fairly
unfairness,equity
unfairness,fairness
unfairness,fairness
unfaithful,faithful
unfaithful,faithful
unfaithfully,dependably
unfaithfully,faithfully
unfaithfully,reliably
unfamiliar,familiar
unfamiliarity,familiarity
unfashionable,fashionable
unfashionably,fashionably
unfasten,fasten
unfasten,fasten
unfastened,fastened
unfastidious,fastidious
unfastidious,fastidious
unfathomable,fathomable
unfavorable,favorable
unfavorable,favorable
unfavorableness,favorableness
unfavorably,favorably
unfeathered,feathered
unfeelingly,feelingly
unfilled,filled
unfinished,finished
unfinished,finished
unfit,fit
unfit,fit
unfitness,fitness
unfitness,fitness
unfixed,fixed
unflattering,flattering
unfledged,fledged
unfocused,focused
unfold,fold
unforgettable,forgettable
unforgiving,forgiving
unforgivingly,forgivingly
unformed,formed
unfortunate,fortunate
unfortunately,fortunately
unfortunately,luckily
unframed,framed
unfree,free
unfree,free
unfretted,fretted
unfriendliness,friendliness
unfriendliness,friendliness
unfriendly,friendly
unfriendly,friendly
unfrozen,frozen
unfruitful,fruitful
unfueled,fueled
unfunded,funded
unfurnished,furnished
unfurrowed,furrowed
ungeared,geared
ungenerous,generous
unglazed,glazed
unglazed,glazed
ungodliness,godliness
ungracious,gracious
ungraciously,gracefully
ungraciously,graciously
ungraciousness,graciousness
ungrammatical,grammatical
ungrammatically,grammatically
ungrateful,grateful
ungratefully,appreciatively
ungratefully,gratefully
ungregarious,gregarious
ungregarious,gregarious
ungroomed,groomed
ungrudgingly,grudgingly
unguiculate,ungulate
unguided,guided
ungulate,unguiculate
ungusseted,gusseted
unhappily,happily
unhappiness,happiness
unhappy,happy
unharness,harness
unheaded,headed
unhealthful,healthful
unhealthfulness,healthfulness
unhealthy,healthy
unhelpful,helpful
unhelpfully,helpfully
unhesitatingly,hesitantly
unhitch,hitch
unholiness,holiness
unholy,holy
unhook,hook
unhurried,hurried
unhurriedly,hurriedly
unhygienically,hygienically
unicameral,bicameral
unidentifiable,identifiable
unidimensional,multidimensional
unidirectional,bidirectional
uniform,multiform
uniformity,nonuniformity
unify,disunify
unilateral,multilateral
unilaterally,multilaterally
unimaginatively,imaginatively
unimodal,bimodal
unimpaired,impaired
unimportance,importance
unimportant,important
unimpressionable,impressionable
unimpressive,impressive
unimpressively,impressively
unimproved,improved
uninflected,inflected
uninflected,inflected
uninfluential,influential
uninformative,informative
uninformatively,informatively
uninformatively,instructively
uninformed,informed
uninhabited,inhabited
uninhibited,inhibited
uninitiate,initiate
uninjectable,injectable
uninjured,injured
uninquiring,inquiring
uninspiring,inspiring
uninstructive,instructive
uninsurability,insurability
uninsured,insured
unintelligent,intelligent
unintelligently,intelligently
unintelligibility,intelligibility
unintelligible,intelligible
unintelligibly,intelligibly
unintended,intended
unintentionally,deliberately
unintentionally,intentionally
uninterested,interested
uninteresting,interesting
uninterestingly,interestingly
uninterestingness,interestingness
unintrusive,intrusive
uninucleate,multinucleate
uninviting,inviting
uninvolved,involved
union,disunion
union,nonunion
union,separation
uniparous,multiparous
unipolar,bipolar
unironed,ironed
unitary,federal
unite,divide
united,divided
univalent,bivalent
univalent,multivalent
univalve,bivalve
universal,particular
unjust,just
unjustifiably,justifiably
unjustly,justly
unkind,kind
unkindly,kindly
unkindness,kindness
unknowable,knowable
unknown,known
unlabeled,labeled
unlaced,laced
unlamented,lamented
unlash,lash
unlaureled,laureled
unlawful,lawful
unlawfully,lawfully
unlawfulness,lawfulness
unleaded,leaded
unleavened,leavened
unlighted,lighted
unlike,like
unlike,like
unlikelihood,likelihood
unlikelihood,likeliness
unlikely,likely
unlikeness,likeness
unlikeness,similitude
unlimited,limited
unlined,lined
unlisted,listed
unlivable,livable
unliveried,liveried
unloaded,loaded
unloading,loading
unlock,lock
unlock,lock
unlock,lock
unloved,loved
unloving,loving
unlubricated,lubricated
unlucky,lucky
unmade,made
unmake,make
unmalicious,malicious
unmalleability,malleability
unmalted,malted
unmanageable,manageable
unmanageably,manageably
unmanfully,manfully
unmanly,manly
unmanned,manned
unmarked,marked
unmarried,married
unmask,mask
unmated,mated
unmelodious,melodious
unmelodiously,melodiously
unmelted,melted
unmemorably,memorably
unmerited,merited
unmilitary,military
unmindful,mindful
unmindfully,mindfully
unmindfulness,heedfulness
unmindfulness,mindfulness
unmined,mined
unmitigated,mitigated
unmodifiable,modifiable
unmodified,modified
unmodulated,modulated
unmotivated,motivated
unmotorized,motorized
unmoved,moved
unmoving,moving
unmown,mown
unmusical,musical
unmusical,musical
unmusically,musically
unmuzzle,muzzle
unmyelinated,myelinated
unnatural,natural
unnaturally,naturally
unnaturally,naturally
unnaturalness,naturalness
unnecessarily,necessarily
unnecessary,necessary
unneighborliness,neighborliness
unneurotic,neurotic
unnoticeable,noticeable
unnoticed,noticed
unobligated,obligated
unobstructed,obstructed
unobtrusive,obtrusive
unobtrusively,obtrusively
unobtrusiveness,obtrusiveness
unobvious,obvious
unoccupied,occupied
unoccupied,occupied
unoffending,offending
unofficial,official
unofficially,officially
unoiled,oiled
unopposable,opposable
unopposed,opposed
unorganized,organized
unoriented,oriented
unoriginal,original
unoriginality,originality
unorthodox,orthodox
unorthodoxy,orthodoxy
unorthodoxy,orthodoxy
unostentatious,ostentatious
unowned,owned
unpack,pack
unpackaged,packaged
unpaid,paid
unpaintable,paintable
unpainted,painted
unpainted,painted
unpalatability,palatability
unpalatable,palatable
unpalatably,palatably
unpardonable,pardonable
unparented,parented
unpatriotic,patriotic
unpatriotically,patriotically
unpatronized,patronized
unpaved,paved
unpeaceful,peaceful
unperceptive,perceptive
unperceptiveness,perceptiveness
unpermissive,permissive
unpermissiveness,permissiveness
unperplexed,perplexed
unpersuasiveness,persuasiveness
unpin,pin
unplanned,planned
unplanted,planted
unplayable,playable
unplayful,playful
unpleasant,pleasant
unpleasantly,pleasantly
unpleasantness,pleasantness
unpleasantness,pleasantness
unpleasingness,pleasingness
unplowed,plowed
unpointedness,pointedness
unpolished,polished
unpopular,popular
unpopularity,popularity
unportable,portable
unposed,posed
unpotted,potted
unpowered,powered
unprecedented,precedented
unprecedentedly,precedentedly
unpredictability,predictability
unpredictable,predictable
unprejudiced,prejudiced
unpremeditated,premeditated
unprepared,prepared
unpresidential,presidential
unpretentious,pretentious
unpretentiously,pretentiously
unpretentiousness,pretentiousness
unpreventable,preventable
unpriestly,priestly
unprincipled,principled
unprintable,printable
unprocessed,processed
unproductive,productive
unproductively,fruitfully
unproductively,productively
unproductively,profitably
unproductiveness,productiveness
unprofessional,professional
unprofitable,profitable
unprofitableness,profitability
unprofitableness,profitableness
unpronounceable,pronounceable
unprophetic,prophetic
unpropitious,propitious
unprotected,protected
unprotective,protective
unproved,proved
unprovocative,provocative
unpublishable,publishable
unpublished,published
unpunctual,punctual
unpunished,punished
unqualified,qualified
unqualified,qualified
unquestionable,questionable
unquiet,quiet
unquietly,quietly
unravel,knot
unravel,ravel
unreactive,reactive
unready,ready
unreal,real
unreal,real
unrealistic,realistic
unrealistically,realistically
unreality,reality
unreality,reality
unreasonable,reasonable
unreasonably,moderately
unreasonably,reasonably
unreasonably,reasonably
unreassuring,reassuring
unreceptive,receptive
unrecognizably,recognizably
unreconstructed,reconstructed
unrecoverable,recoverable
unrefined,refined
unrefined,refined
unreflected,reflected
unregenerate,regenerate
unregistered,registered
unregistered,registered
unregretful,regretful
unregulated,regulated
unrelated,related
unrelated,related
unrelatedness,relatedness
unreliable,dependable
unreliable,reliable
unrenewable,renewable
unrentable,rentable
unrepeatable,quotable
unrepeatable,repeatable
unreportable,reportable
unreported,reported
unreproducible,reproducible
unrequested,requested
unresentful,resentful
unreserved,reserved
unreserved,reserved
unrespectability,reputability
unrespectability,respectability
unrespectable,respectable
unresponsive,responsive
unresponsiveness,responsiveness
unrestrained,restrained
unrestraint,restraint
unrestricted,restricted
unrestrictive,restrictive
unretentive,retentive
unreverberant,reverberant
unrevived,revived
unrewarding,rewarding
unrhetorical,rhetorical
unrhymed,rhymed
unrhythmical,rhythmical
unrifled,rifled
unrigged,rigged
unrighteous,righteous
unrighteously,righteously
unrighteousness,righteousness
unromantically,romantically
unsaddle,saddle
unsaddled,saddled
unsalable,salable
unsanitariness,sanitariness
unsanitary,sanitary
unsaponified,saponified
unsarcastic,sarcastic
unsatisfactorily,satisfactorily
unsatisfactoriness,satisfactoriness
unsatisfactory,satisfactory
unsaturated,saturated
unsaturated,saturated
unsaturated,saturated
unsavory,savory
unscalable,scalable
unscheduled,scheduled
unscholarly,scholarly
unscientific,scientific
unscramble,scramble
unscrew,screw
unscripted,scripted
unscrupulous,scrupulous
unscrupulousness,scrupulousness
unseal,seal
unsealed,sealed
unsealed,sealed
unseamanlike,seamanlike
unseasonable,seasonable
unseasonableness,seasonableness
unseasonableness,timeliness
unseasonably,seasonably
unseasoned,seasoned
unseaworthy,seaworthy
unseductive,seductive
unseeded,seeded
unseemliness,seemliness
unselected,selected
unselfconsciously,self-consciously
unselfconsciousness,self-consciousness
unselfish,selfish
unselfishly,selfishly
unselfishness,selfishness
unsensational,sensational
unsent,sent
unsentimentally,sentimentally
unserviceable,serviceable
unservile,servile
unsettled,settled
unsettled,settled
unsexy,sexy
unshaded,shaded
unshaded,shaded
unshapely,shapely
unshared,shared
unshaven,shaven
unsheared,sheared
unsheathe,sheathe
unsheathed,sheathed
unshelled,shelled
unshockable,shockable
unshod,shod
unshrinkable,shrinkable
unshuttered,shuttered
unsigned,signed
unsilenced,silenced
unsinkable,sinkable
unsized,sized
unsized,sized
unskilled,skilled
unskillfulness,skillfulness
unsmilingly,smilingly
unsociability,sociability
unsociable,sociable
unsociably,sociably
unsocial,social
unsold,sold
unsolvability,solubility
unsolvability,solvability
unsolved,solved
unsound,sound
unsound,sound
unsoundness,soundness
unsoundness,soundness
unsoundness,soundness
unsoured,soured
unspaced,spaced
unspecialized,specialized
unspecified,specified
unspell,spell
unsportingly,sportingly
unstable,stable
unstaged,staged
unstained,stained
unstaple,staple
unstatesmanlike,statesmanlike
unsteadily,steadily
unsteadiness,steadiness
unsteadiness,steadiness
unsteady,steady
unstimulating,stimulating
unstoppable,stoppable
unstrap,strap
unstratified,stratified
unstressed,stressed
unstring,string
unstructured,structured
unstuck,stuck
unstudied,studied
unstuff,stuff
unsuccessful,successful
unsuccessfully,successfully
unsuitability,suitability
unsuitability,suitableness
unsupervised,supervised
unsupported,supported
unsupported,supported
unsupportive,supportive
unsurprised,surprised
unsurprising,surprising
unsusceptibility,susceptibility
unsusceptible,susceptible
unsuspected,suspected
unswept,swept
unsworn,sworn
unsympathetic,sympathetic
unsympathetic,sympathetic
unsympathetically,sympathetically
unsystematic,systematic
unsystematically,systematically
untalented,talented
untangled,tangled
untanned,tanned
untapped,tapped
untempered,tempered
untempered,tempered
untheatrical,theatrical
unthematic,thematic
unthinkable,thinkable
unthoughtfulness,thoughtfulness
untidiness,tidiness
untidiness,tidiness
untidy,tidy
untie,tie
untied,tied
untimbered,timbered
untipped,tipped
untouched,touched
untraceable,traceable
untrained,trained
untranslatable,translatable
untraveled,traveled
untreated,treated
untreated,treated
untrimmed,trimmed
untroubled,troubled
untrustworthiness,trustiness
untrustworthiness,trustworthiness
untrustworthy,trustworthy
untruthful,truthful
untruthfulness,truthfulness
untucked,tucked
untune,tune
unturned,turned
untwine,twine
untwist,twist
ununderstood,understood
unusual,usual
unusually,unremarkably
unusualness,usualness
unvaried,varied
unvariedness,variedness
unveil,veil
unveiled,veiled
unventilated,ventilated
unvoiced,voiced
unwanted,wanted
unwarily,warily
unwariness,wariness
unwary,wary
unwaxed,waxed
unweaned,weaned
unwearable,wearable
unweave,weave
unwebbed,webbed
unwelcome,welcome
unwholesome,wholesome
unwholesomeness,wholesomeness
unwieldy,wieldy
unwilling,willing
unwillingly,willingly
unwillingness,willingness
unwind,wind
unwire,wire
unwitting,witting
unwittingly,advertently
unwittingly,knowingly
unwittingly,wittingly
unwomanly,womanly
unwooded,wooded
unworldly,worldly
unworthiness,worthiness
unworthy,worthy
unwoven,woven
unwrap,wrap
unwrapped,wrapped
unwrinkled,wrinkled
unwritten,written
unyoke,yoke
up,down
up,down
up,down
up,down
up,downward
up,downwardly
up,downwards
upgrade,downgrade
upland,lowland
upload,download
upmarket,downmarket
upper-class,lower-class
upper-class,middle-class
uppercase,lowercase
upriver,downriver
upriver,downstream
upstage,downstage
upstage,downstage
upstairs,downstairs
upstairs,downstairs
upstream,downstream
uptick,downtick
uptime,downtime
uptown,downtown
uptown,downtown
upwind,downwind
urban,rural
urbanity,rusticity
used,misused
useful,useless
usefully,uselessly
useless,useful
uselessly,usefully
usual,unusual
usualness,unusualness
utility,inutility
utility,uselessness
utopia,dystopia
utopian,dystopian
vagile,sessile
valgus,varus
valid,invalid
validate,invalidate
validate,invalidate
validate,invalidate
valuable,worthless
vanish,appear
variability,invariability
variability,invariableness
variable,invariable
varied,unvaried
variedness,unvariedness
varietal,generic
varus,valgus
vascular,avascular
veer,back
vegetation,fauna
veil,unveil
veiled,unveiled
ventilated,unventilated
ventral,dorsal
veracity,mendacity
verbal,numerical
verboseness,terseness
vernal,autumnal
vernal,summery
vernal,wintry
verso,recto
vertebrate,invertebrate
vertical,horizontal
vertical,inclined
victory,defeat
violable,inviolable
violent,nonviolent
violently,nonviolently
virtuous,wicked
virulent,avirulent
visibility,invisibility
visible,invisible
visibly,invisibly
vitalize,devitalize
viviparous,oviparous
viviparous,ovoviviparous
vocal,instrumental
vocalic,consonantal
voice,devoice
voiced,unvoiced
volatile,nonvolatile
voluble,taciturn
volume,softness
voluntarily,involuntarily
voluntary,involuntary
voluntary,involuntary
volunteer,draftee
vowel,consonant
vulnerability,invulnerability
vulnerable,invulnerable
wake,sleep
wakefulness,sleepiness
waking,sleeping
walk,ride
walleyed,cross-eyed
wane,wax
wane,wax
waning,waxing
waning,waxing
wanted,unwanted
war,peace
warily,unwarily
wariness,unwariness
warm,cool
warm,cool
warm,cool
warm-blooded,cold-blooded
warmhearted,coldhearted
wary,unwary
washable,nonwashable
waste,conserve
wasteful,thrifty
wax,wane
wax,wane
waxed,unwaxed
waxing,waning
waxing,waning
weak,strong
weaken,strengthen
weaken,strengthen
weakening,strengthening
weakening,strengthening
weakly,strongly
weakness,strength
weakness,strength
wealth,poverty
weaned,unweaned
wearable,unwearable
weave,unweave
webbed,unwebbed
weedless,weedy
weedy,weedless
weightless,weighty
weighty,weightless
welcome,unwelcome
well,badly
well,badly
well,badly
well,disadvantageously
well,ill
well,ill
well,ill
well-advised,ill-advised
well-defined,ill-defined
wellbeing,ill-being
west,east
westerly,easterly
western,eastern
western,eastern
wet,dry
wet,dry
wet,dry
wet,dry
wet,dry
wetness,dryness
wheeled,wheelless
wheelless,wheeled
whisper,shout
white,black
white,black
white,black
white,black
white-collar,blue-collar
whiten,blacken
whole,fractional
whole,half
wholesale,retail
wholesale,retail
wholesale,retail
wholesome,unwholesome
wholesomeness,unwholesomeness
wholly,partly
wicked,virtuous
wide,narrow
wide,narrow
widen,narrow
wideness,narrowness
widening,narrowing
widening,narrowing
wieldy,unwieldy
wife,husband
wifely,husbandly
wigged,wigless
wigless,wigged
wild,tame
wild,tame
wildness,tameness
willing,unwilling
willingly,unwillingly
willingness,unwillingness
win,lose
wind,unwind
windward,leeward
windward,leeward
windward,leeward
windward,leeward
windward,upwind
winged,wingless
wingless,winged
winner,loser
winner,loser
winnings,losings
winterize,summerize
wintry,autumnal
wintry,summery
wintry,vernal
wire,unwire
wired,wireless
wireless,wired
wisdom,folly
wisdom,unsoundness
wise,foolish
wisely,foolishly
wish,begrudge
withdraw,advance
withdraw,deposit
withholder,granter
witting,unwitting
wittingly,unknowingly
wittingly,unwittingly
woman,man
woman,man
womanly,unwomanly
won,lost
wooded,unwooded
woody,nonwoody
work,idle
worker,nonworker
worldliness,otherworldliness
worldly,unworldly
worn,new
worry,reassure
worse,better
worse,better
worsen,better
worsen,better
worsening,bettering
worst,best
worst,best
worth,worthlessness
worthiness,unworthiness
worthless,valuable
worthlessness,worth
worthy,unworthy
woven,unwoven
wrap,unwrap
wrapped,unwrapped
wrinkled,unwrinkled
written,spoken
written,unwritten
wrong,right
wrong,right
wrong,right
wrong,right
wrong,rightfulness
wrongness,rightness
xenogeneic,allogeneic
xeric,hydric
xeric,mesic
yang,yin
yea,nay
year-round,seasonal
yes,no
yield,stand
yin,yang
yoke,unyoke
young,aged
young,old
youngness,oldness
zenith,nadir
zonal,azonal
zygodactyl,heterodactyl
zygomorphic,actinomorphic
