9/11,9-11
Kyrgyzstan,Kirgizia
Kyrgyzstan,Kirgizstan
Kyyiv,Kiev
L,l
L-dopa,Bendopa
L-dopa,Brocadopa
L-dopa,Larodopa
L-dopa,levodopa
LP,L-P
Labiatae,Lamiaceae
Labyrinthodontia,Labyrinthodonta
Lactobacillaceae,Lactobacteriaceae
Lady,noblewoman
Lady,peeress
Laffite,Lafitte
Lamb,Elia
Lanzhou,Lanchou
Lanzhou,Lanchow
Lao,Laotian
Lao-tzu,Lao-tse
Lao-tzu,Lao-zi
Lapp,Lapplander
Lapp,Saame
Lapp,Saame
Lapp,Saami
Lapp,Saami
Lapp,Same
Lapp,Same
Lapp,Sami
Lapp,Sami
Lappic,Lappish
Lappland,Lapland
Lashkar-e-Taiba,LET
Lashkar-e-Taiba,Lashkar-e-Tayyiba
Lashkar-e-Taiba,Lashkar-e-Toiba
Latium,Lazio
Latvian,Lettish
Lawrence,Laurentius
Ledbetter,Leadbelly
Leguminosae,Fabaceae
Leibniz,Leibnitz
Leibnizian,Leibnitzian
Leicestershire,Leicester
Leiden,Leyden
Leiopelma,Liopelma
Leiopelmatidae,Liopelmidae
Lemnos,Limnos
Leninism,Marxism-Leninism
Lent,Lententide
Leo,Lion
Leo,Lion
Lepechinia,Sphacele
Lesbos,Lesvos
Lesbos,Mytilene
Lesotho,Basutoland
Leto,Latona
Leuwenhoek,Leeuwenhoek
Levi's,levis
Lexington,Concord
Lhasa,Lassa
Libra,Balance
Libra,Balance
Lidocaine,Xylocaine
Liege,Luik
Lincolnesque,Lincolnian
Lindesnes,Naze
Linnaean,Linnean
Linz,Lentia
Liparididae,Liparidae
Lippizan,Lipizzan
Lippizan,Lippizaner
Lir,Ler
Lisbon,Lisboa
Lithuania,Lietuva
Liverpudlian,Scouser
Lolo,Yi
Lolo-Burmese,Burmese-Yi
Lombard,Langobard
Lombardy,Lombardia
Lord,noble
Lord,nobleman
Lorraine,Lothringen
Louisiana,LA
Louisianan,Louisianian
Luba,Chiluba
Luba,Tshiluba
Lubavitch,Chabad
Lubavitch,Chabad-Lubavitch
Lubumbashi,Elisabethville
Lucite,Perspex
Luda,Luta
Lug,Lugh
Lully,Lulli
Luoyang,Loyang
Luwian,Luvian
Luxembourg,Luxemburg
Luxembourg-Ville,Luxembourg
Luxembourg-Ville,Luxemburg
Luxemburger,Luxembourger
Luxor,El-Aksur
Lycopersicon,Lycopersicum
Lycopsida,Lycopodiate
Lyon,Lyons
Lysichiton,Lysichitum
Lytton,Bulwer-Lytton
M,m
Macao,Macau
Macedon,Macedonia
Macedon,Makedonija
Macrouridae,Macruridae
Mafia,Maffia
Mafia,Maffia
Magh,Magha
Maghreb,Mahgrib
Mah-Jongg,mahjong
Mahabharata,Mahabharatam
Mahabharata,Mahabharatum
Maiduguri,Yerwa-Maiduguri
Maine,ME
Maja,Maia
Malachi,Malachias
Malachi,Malachias
Malawi,Nyasaland
Malay,Malayan
Malay,Malayan
Malayo-Polynesian,Polynesian
Malaysia,Malaya
Malaysian,Malayan
Maldivian,Maldivan
Malecite,Maleseet
Maltese,Malti
Manawydan,Manawyddan
Mandaean,Mandean
Mandaean,Mandean
Mandaean,Mandean
Mandaeanism,Mandeanism
Mandara,Wandala
Mandelstam,Mandelshtam
Mandevilla,Dipladenia
Manichaean,Manichean
Manichaean,Manichean
Manichaean,Manichee
Manichaean,Manichee
Manichaeism,Manichaeanism
Mansi,Vogul
Mantidae,Manteidae
Mantinea,Mantineia
Maquis,Maquisard
Maratha,Mahratta
Marathi,Mahratti
March,Mar
Marche,Marches
Marduk,Bel-Merodach
Marduk,Merodach
Marginocephalia,marginocephalian
Mariehamn,Maarianhamina
Marine,leatherneck
Marini,Marino
Mariposan,Yokuts
Markaz-ud-Dawa-wal-Irshad,MDI
Markov,Markoff
Marmara,Marmora
Marrakesh,Marrakech
Marseille,Marseilles
Marx,Chico
Marx,Groucho
Marx,Harpo
Marx,Zeppo
Mary,Madonna
Maryland,MD
Mashhad,Meshed
Masorah,Masora
Masorete,Masorite
Masorete,Massorete
Massachuset,Massachusetts
Massachuset,Massachusetts
Massachusetts,MA
Mastigomycota,Mastigomycotina
Mastigophora,Flagellata
Matakam,Mafa
Matteuccia,Pteretis
Matthew,Levi
Mauritania,Mauritanie
Mauritania,Muritaniya
Mauritanian,Mauritian
Maximian,Herculius
Maya,Mayan
Mayan,Maya
Mbundu,Ovimbundu
McGuffin,MacGuffin
McKinley,Denali
Megapodius,genus-Megapodius
Melastomataceae,Melastomaceae
Melicoccus,Melicocca
Melkite,Melchite
Melkite,Melchite
Mendeleyev,Mendeleev
Mendelism,Mendelianism
Menomini,Menominee
Menomini,Menominee
Metchnikoff,Metchnikov
Methodist,Wesleyan
Meuse,Argonne
Meuse,Meuse-Argonne
Mexican-American,Mexicano
Micah,Micheas
Micah,Micheas
Michigan,Chicago
Michigan,MI
Michigan,Newmarket
Michigan,boodle
Michigan,stops
Michigander,Wolverine
Micmac,Mikmaq
Microhylidae,Brevicipitidae
Micronesia,TT
Milan,Milano
Milvus,genus-Milvus
Min,Amoy
Min,Fukien
Min,Fukkianese
Min,Hokkianese
Min,Taiwanese
Minnesota,MN
Minnesotan,Gopher
Minuit,Minnewit
Miri,Abor
Miri,Dafla
Miri,Mirish
Miridae,Capsidae
Mishna,Mishnah
Mississippi,MS
Missouri,MO
Mister,Mr
Mister,Mr.
Mithraism,Mithraicism
Mithras,Mithra
Modern,New
Mogadishu,Mogadiscio
Mogul,Moghul
Mohammed,Mahomet
Mohammed,Mahound
Mohammed,Mohammad
Mohammed,Muhammad
Mohammedan,Muhammadan
Mohammedan,Muhammedan
Mohave,Mojave
Mohave,Mojave
Mohican,Mahican
Mohican,Mahican
Moirai,Moirae
Mojave,Mohave
Moldova,Moldavia
Moloch,Molech
Momus,Momos
Monacan,Monegasque
Monday,Mon
Monegasque,Monacan
Monera,Prokayotae
Mongol,Mongolian
Mongol,Mongolian
Mongolian,Mongolic
Monocotyledones,Liliopsida
Monocotyledones,Monocotyledonae
Monophysite,Monophysitic
Montana,MT
Moon,moon
Moorish,Moresque
Moquelumnan,Miwok
Mordva,Mordvin
Mordva,Mordvin
Mordva,Mordvinian
Mordva,Mordvinian
Moroccan,Maroc
Morocco,Al-Magrib
Morocco,Maroc
Morocco,Marruecos
Morrigan,Morrigu
Moulmein,Mawlamyine
Mozambique,Mocambique
Mozartian,Mozartean
Mrs,Mrs.
Ms,Ms.
Muhammadan,Mohammedan
Muharram,Moharram
Muharram,Muharrum
Mukalla,Al-Mukalla
Mullah,Mollah
Mullah,Mulla
Muller,Regiomontanus
Mumbai,Bombay
Munchhausen,Munchausen
Munich,Muenchen
Munro,Saki
Muscat,Masqat
Musgu,Mulwi
Musgu,Munjuk
Muskhogean,Muskogean
Muskhogean,Muskogean
Muslim,Islamic
Muslim,Moslem
Muslim,Moslem
Mussorgsky,Moussorgsky
Mutawa'een,Mutawa
Muztag,Muztagh
Myanmar,Burma
Myrciaria,Myrcia
Myrtales,Thymelaeales
Myxiniformes,Hyperotreta
Myxiniformes,Myxinoidea
Myxiniformes,Myxinoidei
Myxomycota,Gymnomycota
Myxophyceae,Schizophyceae
N,n
N'Djamena,Fort-Lamy
N'Djamena,Ndjamena
Nabu,Nebo
Naiadaceae,Najadaceae
Naiadales,Alismales
Naias,Najas
Namtar,Namtaru
Nanchang,Nan-chang
Nanjing,Nanking
Nanning,Nan-ning
Naomi,Noemi
Naples,Napoli
Napoleon,Bonaparte
Napoleon,nap
Natal,KwaZulu-Natal
Navaho,Navajo
Navaho,Navajo
Nazarene,Ebionite
Nazism,Naziism
Ndebele,Matabele
Neanderthal,Neandertal
Neanderthal,Neanderthalian
Nebraska,NE
Nebraskan,Cornhusker
Nebuchadnezzar,Nebuchadrezzar
Nefud,Nafud
Nejd,Najd
Nematoda,Aschelminthes
Nemertea,Nemertina
Nenets,Nentsi
Nenets,Nentsy
Nenets,Yurak-Samoyed
Nepalese,Nepali
Nepalese,Nepali
Nerthus,Hertha
Neruda,Reyes
Netherlander,Dutchman
Netherlander,Hollander
Netherlands,Holland
Netherlands,Nederland
Nevada,NV
Newcastle,Newcastle-upon-Tyne
Nicaean,Nicene
Nigerian,Nigerien
Ninigi,Ninigino-Mikoto
Ninkhursag,Ninhursag
Ninkhursag,Ninkharsag
Nintu,Nintoo
Ninurta,Ninib
Nipa,Nypa
Nisan,Nissan
Nitrospan,Nitrostat
Njord,Njorth
Nonconformist,chapelgoer
Normandie,Normandy
Noruz,Nowrooz
Noruz,Nowruz
Norway,Noreg
Norway,Norge
Norwegian,Norse
Norwegian,Norse
Norwegian,Norseman
November,Nov
Nox,Night
Numididae,Numidinae
Nuremberg,Nurnberg
Nyctaginaceae,Allioniaceae
Nynorsk,Landsmaal
Nynorsk,Landsmal
O,o
O.K.,OK
O.K.,okay
O.K.,okeh
O.K.,okey
Obadiah,Abdias
Obadiah,Abdias
Occam,Ockham
Oceania,Oceanica
October,Oct
Odessa,Odesa
Odoacer,Odovacar
Odoacer,Odovakar
Oestridae,Hypodermatidae
Oglala,Ogalala
Oglala,Ogalala
Ohio,OH
Ohioan,Buckeye
Ojibwa,Chippewa
Ojibwa,Chippewa
Ojibwa,Ojibway
Ojibwa,Ojibway
Oken,Okenfuss
Oklahoma,OK
Oklahoman,Sooner
Oktoberfest,Octoberfest
Olympian,Olympic
Olympus,Olimbos
Omaha,Maha
Onopordum,Onopordon
Oregon,OR
Oregonian,Beaver
Orion,Hunter
Ormazd,Ormuzd
Orthodox,Jewish-Orthodox
Oscines,Passeres
Oslo,Christiania
Osteostraci,Cephalaspida
Ostyak,Khanty
Oto,Otoe
Oto,Otoe
Ottoman,Osmanli
Ouranos,Uranus
Outaouais,Ottawa
P,p
Paddy,Mick
Paddy,Mickey
Padua,Padova
Padua,Patavium
Pahlavi,Pahlevi
Pahlavi,Pehlevi
Paiute,Piute
Palatinate,Pfalz
Palau,Belau
Palau,Pelew
Palau,TT
Paleo-American,Paleo-Amerind
Paleo-American,Paleo-Indian
Palestine,Canaan
Palmae,Arecaceae
Palmae,Palmaceae
Pangaea,Pangea
Panhellenic,Pan-Hellenic
Parietales,Hypericales
Parnaiba,Parnahiba
Parnassus,Liakoura
Parsee,Parsi
Parsiism,Parseeism
Parvati,Anapurna
Parvati,Annapurna
Pasch,Pascha
Pasch,Pascha
Pashto,Afghan
Pashto,Afghani
Pashto,Pashtu
Pashto,Paxto
Passover,Pesach
Passover,Pesah
Pathan,Pashtoon
Pathan,Pashtun
Pathan,Pashtun
Pathan,Pushtun
Patras,Patrai
Paul,Saul
Pedipalpi,Uropygi
Pekinese,Peke
Pekinese,Pekingese
Peloponnese,Peloponnesus
Pennsylvania,PA
Pentecost,Whitsunday
Pentecostal,Pentecostalist
Perciformes,Percomorphi
Percy,Hotspur
Perdicidae,Perdicinae
Pereskia,Peireskia
Perm,Molotov
Persephone,Cora
Persephone,Despoina
Persephone,Kore
Persian,Farsi
Petrarch,Petrarca
Petromyzoniformes,Hyperoartia
Ph.D.,PhD
Phagun,Phalguna
Phalangida,Opiliones
Phasmida,Phasmatodea
Phasmidae,Phasmatidae
Phidias,Pheidias
Philippine,Filipino
Phintias,Pythias
Phoenicia,Phenicia
Phoronida,Phoronidea
Phthirius,Phthirus
Phyllidae,Phillidae
Phyllostomidae,Phyllostomatidae
Picardie,Picardy
Piedmont,Piemonte
Pilsen,Plzen
Pilsner,Pilsener
Pinopsida,Pinophytina
Pisces,Fish
Pisces,Fish
Pithecellobium,Pithecolobium
Platonism,realism
Plevna,Pleven
Plexiglas,plexiglass
Plovdiv,Philippopolis
Plumeria,Plumiera
Pluto,Aides
Pluto,Aidoneus
Pluto,Hades
Pocahontas,Matoaka
Podicipitiformes,Colymbiformes
Podicipitiformes,Podicipediformes
Poitou-Charentes,Poitou
Poland,Polska
Polaris,polestar
Polyangiaceae,Myxobacteriaceae
Polybotrya,Polybotria
Ponca,Ponka
Ponca,Ponka
Pontus,Pontos
Porto,Oporto
Portsmouth,Pompey
Portuguese,Lusitanian
Postimpressionist,Post-impressionist
Potemkin,Potyokin
Powhatan,Wahunsonacock
Praetorian,Pretorian
Prague,Prag
Prague,Praha
Prophets,Nebiim
Proserpina,Proserpine
Provencal,Occitan
Prussia,Preussen
Pseudowintera,Wintera
Psilopsida,Psilotatae
Psocoptera,Corrodentia
Psyllidae,Chermidae
Pteridospermae,Pteridospermaphyta
Puglia,Apulia
Pujunan,Maidu
Punjabi,Panjabi
Punjabi,Panjabi
Pus,Pansa
Pycnanthemum,Koellia
Pygmy,Pigmy
Pyracantha,firethorn
Pyracantha,pyracanth
Pyralidae,Pyralididae
Pythia,Pythoness
Q,q
Qaddafi,Gaddafi
Qaddafi,Khadafy
Qaddafi,Qadhafi
Qatar,Katar
Qatar,Katar
Qatari,Katari
Qatari,Katari
Qiang,Qiangic
Qin,Ch'in
Qing,Ch'ing
Qing,Manchu
Quechua,Kechua
Quechua,Kechua
Quechua,Kechua
Quechua,Kechuan
Quechua,Quechuan
Quechuan,Kechuan
R,r
R-2,circle
R-2,roach
R-2,roofy
R-2,rope
R-2,rophy
Ra,Re
Rachmaninoff,Rachmaninov
Raffia,Raphia
Rajiformes,Batoidei
Rajput,Rajpoot
Raleigh,Ralegh
Rameses,Ramesses
Rameses,Ramses
Ranales,Ranunculales
Rasht,Resht
Rastafari,Rastas
Rastafarian,Rasta
Rebecca,Rebekah
Rebel,Johnny
Rebel,Reb
Rebel,greyback
Recife,Pernambuco
Redskin,Injun
Renaissance,Renascence
Revelation,Apocalypse
Rhaeto-Romance,Rhaeto-Romanic
Rheims,Reims
Rhine,Rhein
Rhineland,Rheinland
Rhodes,Rodhos
Rhoeadales,Papaverales
Ribhus,Rhibhus
Riff,Riffian
Riksmal,Riksmaal
Rimsky-Korsakov,Rimski-Korsakov
Roentgen,Rontgen
Rollo,Hrolf
Rollo,Rolf
Romaic,Demotic
Roman,R.C.
Roman,Romanic
Roman,Romanist
Roman,papist
Roman,papistic
Roman,papistical
Roman,popish
Roman,romish
Romance,Latin
Romania,Roumania
Romania,Rumania
Romanian,Roumanian
Romanian,Rumanian
Romanian,Rumanian
Romanian,Rumanian
Romanism,papism
Romanize,Latinise
Romanize,Latinize
Romanize,Romanise
Romanov,Romanoff
Romanov,Romanoff
Romansh,Rumansh
Romansh,Rumansh
Romany,Gypsy
Romany,Romani
Rome,Roma
Ron,Bokkos
Ron,Daffo
Roosevelt,FDR
Russell,A.E.
Rwanda,Ruanda
Rwandan,Ruandan
S,s
SA,Sturmabteilung
STP,s.t.p.
Sacagawea,Sacajawea
Safar,Saphar
Sagittarius,Archer
Sagittarius,Archer
Salientia,Anura
Salientia,Batrachia
Salish,Salishan
Salvadoran,Salvadorean
Salvadoran,Salvadorean
Salvadoran,Salvadorian
Samarkand,Samarcand
Samoyed,Samoyede
Samoyedic,Samoyed
Sana,Sana'a
Sana,Sanaa
Sanchez,Carlos
Sanchez,Salim
Sanchez,Taurus
Saqqara,Sakkara
Saqqara,Saqqarah
Sardinia,Sardegna
Sardinia,Sardegna
Sarpanitu,Zarpanit
Sarpanitu,Zirbanit
Satan,Beelzebub
Satan,Devil
Satan,Lucifer
Satanist,diabolist
Saturday,Sabbatum
Saturday,Sat
Satureja,Satureia
Saudi-Arabian,Saudi
Sauk,Sac
Sauria,Lacertilia
Sauterne,Sauternes
Sawan,Sravana
Saxe-gothea,Saxegothea
Saxony,Sachsen
Saxony,Saxe
Sayda,Saida
Sayda,Sidon
Scandinavian,Nordic
Scandinavian,Norse
Scandinavian,Norse
Scandinavian,Norse
Scandinavian,Northman
Scaramouch,Scaramouche
Scheuchzeriaceae,Juncaginaceae
Schonberg,Schoenberg
Schutzstaffel,SS
Scolytidae,Ipidae
Scomberesocidae,Scombresocidae
Scomberesox,Scombresox
Scorpio,Scorpion
Scorpio,Scorpion
Scorpius,Scorpio
Scot,Scotchman
Scot,Scotsman
Scots,Scotch
Scots,Scottish
Scotswoman,Scotchwoman
Scottish,Scots
Sebastopol,Sevastopol
Selkirk,Selcraig
Selkup,Ostyak-Samoyed
Selkup,Ostyak-Samoyed
Semarang,Samarang
Semite,Semitic
September,Sep
September,Sept
Sequoya,Sequoyah
Serbia,Srbija
Serbian,Serb
Serbo-Croat,Serbo-Croatian
Serpentes,Ophidia
Sesotho,Basuto
Set,Seth
Sevilla,Seville
Sfax,Safaqis
Sha'ban,Shaaban
Shahaptian,Sahaptin
Shahaptian,Sahaptin
Shahaptian,Sahaptino
Shakespeare,Shakspere
Shakespearian,Shakespearean
Shakespearian,Shakespearean
Shakti,Sakti
Shaktism,Saktism
Shaktism,Saktism
Shari,Chari
Shavous,Pentecost
Shavous,Shabuoth
Shavous,Shavuot
Shavous,Shavuoth
Shebat,Shevat
Shenyang,Fengtien
Shenyang,Moukden
Shenyang,Mukden
Shetland,Zetland
Shiah,Shia
Shiite,Shi'ite
Shinto,Shintoism
Shinto,Shintoist
Shinto,Shintoistic
Shivaism,Sivaism
Shivaism,Sivaism
Shoshone,Shoshoni
Shoshonean,Shoshonian
Shudra,Sudra
Sicily,Sicilia
Sicily,Sicilia
Silesia,Schlesien
Silesia,Slask
Silesia,Slezsko
Simonize,Simonise
Singhalese,Sinhalese
Sinhala,Singhalese
Sinhala,Sinhalese
Sinhalese,Singhalese
Sinhalese,Singhalese
Sinhalese,Sinhala
Sioux,Siouan
Sirius,Canicula
Sirius,Sothis
Siva,Shiva
Sivan,Siwan
Skagerrak,Skagerak
Skopje,Skoplje
Skopje,Uskub
Slavic,Slavonic
Slavonic,Slavic
Slovenia,Slovenija
Sofia,Serdica
Solenogastres,Aplacophora
Somalian,Somali
Somalian,Somali
Somrai,Sibine
Son,Logos
Son,Word
Sorbian,Lusatian
Sousse,Susa
Sousse,Susah
Spain,Espana
Sphaerocarpus,Sphaerocarpos
Sphenopsida,Equisetatae
Spitsbergen,Spitzbergen
Stagira,Stagirus
Stalinization,Stalinisation
Starr,Starkey
Sterope,Asterope
Sterope,Asterope
Stradavarius,Strad
Stradivari,Stradivarius
Strasbourg,Strassburg
Stratford-on-Avon,Stratford-upon-Avon
Stravinskyan,Stravinskian
Succoth,Succos
Succoth,Sukkoth
Succoth,Tabernacles
Sudan,Soudan
Sudan,Soudan
Sunday,Dominicus
Sunday,Sun
Sung,Song
Sunnah,Sunna
Sunnah,hadith
Sunnite,Sunni
Sur,Tyre
Suriname,Surinam
Sweden,Sverige
Swedenborg,Svedberg
Switzerland,Schweiz
Switzerland,Suisse
Switzerland,Svizzera
Sylvanus,Silvanus
Syracuse,Siracusa
Szechwan,Sichuan
Szechwan,Szechuan
T,t
TNT,trinitrotoluene
Taegu,Tegu
Taipei,Taipeh
Taiwan,China
Taiwan,Formosa
Taiwanese,Chinese
Taiwanese,Formosan
Tajik,Tadzhik
Tajik,Tadzhik
Tajiki,Tadzhik
Tajiki,Tajik
Tajikistan,Tadjik
Tajikistan,Tadzhik
Tajikistan,Tadzhikistan
Tajikistan,Tajik
Takilman,Takelma
Taliban,Taleban
Tallinn,Tallin
Tamerlane,Tamburlaine
Tamerlane,Timur
Tammuz,Thammuz
Tampere,Tammerfors
Tanakh,Tanach
Tangier,Tangiers
Tantra,Tantrism
Tantric,Tantrik
Taoism,Daoism
Taoist,Tao
Tarabulus,Trablous
Tarabulus,Tripoli
Tarawa,Bairiki
Tarawa,Makin
Tarawa,Tarawa-Makin
Tarquin,Tarquinius
Tartary,Tatary
Tartuffe,Tartufe
Tashkent,Taskent
Tashmit,Tashmitum
Tatar,Tartar
Taurus,Bull
Taurus,Bull
Taxopsida,Taxophytina
Tayalic,Atayalic
Tbilisi,Tiflis
Teach,Blackbeard
Teach,Thatch
Tebet,Tevet
Tecumseh,Tecumtha
Teflon,polytetrafluoroethylene
Teheran,Tehran
Tennessean,Volunteer
Tennessee,TN
Tera,Pidlimdi
Tera,Yamaltu
Teresa,Theresa
Teton,Lakota
Teutonic,Germanic
Texas,TX
Thai,Siamese
Thai,Siamese
Thai,Siamese
Thai,Siamese
Thai,Siamese
Thai,Tai
Thai,Tai
Thai,Tai
Thai,Tai
Thailand,Siam
Thea,Theia
Thessalia,Thessaly
Thessaloniki,Salonica
Thessaloniki,Salonika
Thessaloniki,Thessalonica
Thursday,Th
Thyreophora,thyreophoran
Tianjin,T'ien-ching
Tianjin,Tientsin
Tiber,Tevere
Tibet,Sitsang
Tibet,Thibet
Tibet,Xizang
Ticino,Tessin
Tivoli,Tibur
Tokyo,Edo
Tokyo,Tokio
Tokyo,Yeddo
Tokyo,Yedo
Torah,Laws
Torah,Pentateuch
Tractarianism,Puseyism
Tragelaphus,Strepsiceros
Trappist,Cistercian
Trento,Trent
Trevino,Supermex
Triangulum,Triangle
Tristan,Tristram
Trojan,Dardan
Trojan,Dardanian
Trondheim,Nidaros
Trotskyite,Trot
Trotskyite,Trotskyist
Troy,Ilion
Troy,Ilium
Trypetidae,Trephritidae
Tswana,Batswana
Tswana,Bechuana
Tswana,Sechuana
Tswana,Setswana
Tuesday,Tues
Tulostoma,Tulestoma
Tulostomaceae,Tulostomataceae
Tungus,Evenk
Tungus,Evenki
Tungus,Ewenki
Tungus,Tunguz
Turin,Torino
Turk's-cap,martagon
Turki,Turkic
Turki,Turko-Tatar
Turkistan,Turkestan
Turkmen,Turcoman
Turkmen,Turkoman
Turkmenistan,Turkmen
Turkmenistan,Turkmenia
Turkmenistan,Turkomen
Turkoman,Turcoman
Turkoman,Turkmen
Tuscany,Toscana
Tutsi,Watusi
Tutsi,Watutsi
Tyndale,Tindal
Tyndale,Tindale
Tyr,Tyrr
Tyrol,Tirol
Tyrolean,Tyrolese
U,u
Udmurt,Votyak
Udmurt,Votyak
Ugric,Ugrian
Uighur,Uigur
Uighur,Uigur
Uighur,Uigur
Uighur,Uygur
Uighur,Uygur
Uighur,Uygur
Ukraine,Ukrayina
Ulfilas,Ulfila
Ulfilas,Wulfila
Ull,Ullr
Umayyad,Omayyad
Umayyad,Ommiad
Umbelliferae,Apiaceae
Ummah,Umma
Uniat,Uniate
Union,Federal
Union,North
Uppsala,Upsala
Urd,Urth
Urmia,Orumiyeh
Urochordata,Tunicata
Urochordata,Urochorda
Urodella,Caudata
Ussher,Usher
Utah,UT
Utopia,Sion
Utopia,Zion
Utu,Utug
Uzbek,Usbeg
Uzbek,Usbeg
Uzbek,Usbek
Uzbek,Usbek
Uzbek,Uzbak
Uzbek,Uzbak
Uzbek,Uzbeg
Uzbek,Uzbeg
Uzbekistan,Uzbek
V,v
Vaishnavism,Vaisnavism
Vaishnavism,Vaisnavism
Vaishnavism,Vishnuism
Valhalla,Walhalla
Valletta,Valetta
Veneto,Venetia
Veneto,Venezia-Euganea
Venice,Venezia
Venus,Urania
Veps,Vepse
Veps,Vepse
Veps,Vepsian
Veps,Vepsian
Verdandi,Verthandi
Vermont,VT
Verrazano,Verrazzano
Vertebrata,Craniata
Vietnam,Annam
Vietnamese,Annamese
Vietnamese,Annamese
Vietnamese,Annamite
Vilnius,Vilna
Vilnius,Vilno
Vilnius,Wilno
Virgil,Vergil
Virginia,VA
Virgo,Virgin
Virgo,Virgin
Visayan,Bisayan
Vitaceae,Vitidaceae
Vitharr,Vidar
Vitharr,Vithar
Viverridae,Viverrinae
Vogul,Mansi
Volgograd,Stalingrad
Volgograd,Tsaritsyn
Voltaire,Arouet
Voltarian,Voltarean
W,double-u
W,w
Wahhabi,Wahabi
Wahhabism,Wahabism
Walapai,Hualapai
Walapai,Hualapai
Walapai,Hualpai
Walapai,Hualpai
Walbiri,Warlpiri
Waldenses,Vaudois
Wales,Cambria
Wales,Cymru
Warszawa,Warsaw
Warwick,Kingmaker
Washington,WA
Wayland,Wieland
Wednesday,Midweek
Wednesday,Wed
Welsh,Cambrian
Welsh,Cymric
Welshman,Cambrian
Welshman,Cymry
Welshman,Welsh
Wesleyanism,Wesleyism
West,Occident
Westernization,Westernisation
White,Caucasian
Whitsun,Whitsuntide
Whitsun,Whitweek
Wiccan,witch
Wisconsin,WI
Wisconsinite,Badger
Witwatersrand,Rand
Witwatersrand,Reef
Woden,Wodan
Wroclaw,Breslau
Wurzburg,Wuerzburg
Wyatt,Wyat
Wycliffe,Wickliffe
Wycliffe,Wiclif
Wycliffe,Wyclif
Wyoming,WY
Wyrd,Weird
X,ex
X,x
X-raying,X-radiation
Xenicidae,Acanthisittidae
Xian,Changan
Xian,Hsian
Xian,Sian
Xian,Singan
Xinjiang,Sinkiang
Xyridales,Commelinales
Y,wye
Y,y
Yahweh,JHVH
Yahweh,Jahvey
Yahweh,Jahweh
Yahweh,Jehovah
Yahweh,Wahvey
Yahweh,YHVH
Yahweh,YHWH
Yahweh,Yahve
Yahweh,Yahveh
Yahweh,Yahwe
Yangon,Rangoon
Yankee,Northerner
Yankee,Yank
Yankee,Yank
Yankee,Yankee-Doodle
Yenisei,Yenisey
Yerevan,Erivan
Yerevan,Jerevan
Yggdrasil,Ygdrasil
Yoruba,Aku
Yucatec,Yucateco
Yucatec,Yucateco
Yue,Cantonese
Yugoslav,Jugoslav
Yugoslav,Jugoslavian
Yugoslav,Yugoslavian
Yugoslavian,Yugoslav
Z,ezed
Z,izzard
Z,z
Z,zed
Z,zee
Zaar,Sayanci
Zaharias,Didrikson
Zairean,Zairese
Zairese,Zairean
Zapotec,Zapotecan
Zapotec,Zapotecan
Zaragoza,Saragossa
Zealand,Seeland
Zealand,Sjaelland
Zechariah,Zacharias
Zechariah,Zacharias
Zephaniah,Sophonias
Zephaniah,Sophonias
Zhou,Chou
Zhou,Chow
Zimbabwe,Rhodesia
Zion,Sion
Ziphiidae,Hyperodontidae
Zoroaster,Zarathustra
Zoroastrianism,Mazdaism
Zu,Zubird
Zygnematales,Zygnemales
Zygomycota,Zygomycotina
a-ok,a-okay
aardvark,anteater
abalone,ear-shell
abampere,abamp
abandon,desert
abandon,desolate
abandon,forsake
abandon,unconstraint
abandon,wantonness
abandoned,derelict
abandoned,deserted
abandonment,desertion
abandonment,forsaking
abasement,abjection
abasement,degradation
abashed,chagrined
abashed,embarrassed
abashment,bashfulness
abasic,abatic
abate,slack
abattis,abatis
abattoir,butchery
abattoir,shambles
abattoir,slaughterhouse
abaxial,dorsal
abbess,prioress
abbot,archimandrite
abbreviated,brief
abbreviated,shortened
abbreviated,truncated
abdicate,renounce
abdomen,belly
abdomen,stomach
abdomen,venter
abdominal,ab
abdominocentesis,paracentesis
abdominous,paunchy
abdominous,potbellied
abdominousness,paunchiness
abducent,abducens
abducent,abducting
aberrance,aberrancy
aberrance,aberration
aberrance,deviance
aberrant,deviant
aberrant,deviate
aberration,distortion
abetment,abettal
abetment,instigation
abettor,abetter
abeyance,suspension
abeyant,dormant
abhor,abominate
abhor,execrate
abhor,loathe
abhorrence,abomination
abhorrence,detestation
abhorrence,execration
abhorrence,loathing
abhorrence,odium
abhorrent,detestable
abhorrent,obscene
abhorrent,repugnant
abhorrent,repulsive
abiding,enduring
abiding,imperishable
ability,power
abiogenesis,autogenesis
abiogenesis,autogeny
abject,low
abject,low-down
abject,miserable
abject,scummy
abject,scurvy
abject,unhopeful
abjectly,resignedly
abjure,forswear
abjure,recant
abjure,resile
abjure,retract
ablation,excision
ablation,extirpation
ablaze,afire
ablaze,aflame
ablaze,aflame
ablaze,aflare
ablaze,alight
ablaze,aroused
ablaze,inflamed
ablaze,reddened
able,able-bodied
able,capable
ableism,able-bodiedism
ableism,able-bodism
ableism,ablism
abloom,efflorescent
ablutionary,cleansing
abnegation,denial
abnegation,self-abnegation
abnegation,self-denial
abnegation,self-renunciation
abnormal,unnatural
abnormality,abnormalcy
abnormality,freakishness
abnormality,irregularity
aboard,alongside
abolition,abolishment
abolitionist,emancipationist
abominable,detestable
abominable,execrable
